,-87.5,-82.5,-77.5,-72.5,-67.5,-62.5,-57.5,-52.5,-47.5,-42.5,-37.5,-32.5,-27.5,-22.5,-17.5,-12.5,-7.5,-2.5,2.5,7.5,12.5,17.5,22.5,27.5,32.5,37.5,42.5,47.5,52.5,57.5,62.5,67.5,72.5,77.5,82.5,87.5
-177.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.482254475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-172.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.911640286,0.121524006,-0.434992015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-167.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-162.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-157.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-152.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.94222784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-147.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.775033951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-142.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.217553541,0.079718292,0.293810636,-0.405942678,NA,NA,NA,NA,NA,NA,NA,-1.721449375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-137.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.312896132,-0.046888858,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.064603232,NA,NA,NA,NA,NA,-0.084919423,NA,NA,NA,NA,NA,NA
-132.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.120557368,-1.016204596,NA,NA,NA,NA,NA,NA,NA,NA,-1.126483917,-0.543791175,0.154188886,0.212894112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-127.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.384957016,NA,NA,NA,NA,NA,NA,NA,NA,-1.316957712,-0.886066377,0.327401221,-0.064112231,-0.483610094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-122.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.280808747,-0.375192881,-0.736395121,-0.766052723,NA,NA,0.9121207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-117.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.001435757,0.50779438,-0.147624224,0.289113939,0.505393386,NA,NA,-2.378504276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-112.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.045363188,0.452220827,0.214391112,0.458731651,-0.095715508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
